review_id,property_id,month,review_type,issue_category,severity,finding_description,recommendation,status,owner,synthetic_record
REV-0000493,PROP-0084,2025-07-01,Vendor Invoice Review,Late payment,Medium,Invoice INV-0084-07-05114 requires review: Late payment.,"Validate invoice coding, approval trail, payment timing, and supporting documentation before month-end close.",Resolved,Morgan Patel,True
REV-0000494,PROP-0171,2025-09-01,Vendor Invoice Review,Approval status: Pending,Low,Invoice INV-0171-09-10338 requires review: Approval status: Pending.,"Validate invoice coding, approval trail, payment timing, and supporting documentation before month-end close.",Open,Casey Rivera,True
REV-0000495,PROP-0090,2025-09-01,Vendor Invoice Review,Potential duplicate invoice; Approval status: Pending,Medium,"Invoice INV-0090-06-05477 requires review: Potential duplicate invoice, Approval status: Pending.","Validate invoice coding, approval trail, payment timing, and supporting documentation before month-end close.",Resolved,Drew Thompson,True
REV-0000496,PROP-0038,2025-03-01,Vendor Invoice Review,Late payment; Approval status: Pending,Medium,"Invoice INV-0038-03-02271 requires review: Late payment, Approval status: Pending.","Validate invoice coding, approval trail, payment timing, and supporting documentation before month-end close.",Resolved,Nadia Williams,True
REV-0000497,PROP-0074,2025-04-01,Vendor Invoice Review,Missing GL code,High,Invoice INV-0074-04-04500 requires review: Missing GL code.,"Validate invoice coding, approval trail, payment timing, and supporting documentation before month-end close.",Resolved,Casey Rivera,True
REV-0000498,PROP-0012,2025-10-01,Vendor Invoice Review,Late payment; Approval status: Pending,Medium,"Invoice INV-0012-10-00764 requires review: Late payment, Approval status: Pending.","Validate invoice coding, approval trail, payment timing, and supporting documentation before month-end close.",Resolved,Jordan Lee,True
REV-0000499,PROP-0151,2025-08-01,Vendor Invoice Review,Late payment,Low,Invoice INV-0151-08-09129 requires review: Late payment.,"Validate invoice coding, approval trail, payment timing, and supporting documentation before month-end close.",In Review,Cameron Brooks,True
REV-0000500,PROP-0147,2025-05-01,Vendor Invoice Review,Late payment,Medium,Invoice INV-0147-05-08874 requires review: Late payment.,"Validate invoice coding, approval trail, payment timing, and supporting documentation before month-end close.",Resolved,Morgan Patel,True
REV-0000501,PROP-0167,2025-05-01,Vendor Invoice Review,Approval status: Pending,Low,Invoice INV-0167-05-10061 requires review: Approval status: Pending.,"Validate invoice coding, approval trail, payment timing, and supporting documentation before month-end close.",Resolved,Riley Chen,True
REV-0000502,PROP-0043,2025-05-01,Vendor Invoice Review,Missing GL code,Low,Invoice INV-0043-05-02607 requires review: Missing GL code.,"Validate invoice coding, approval trail, payment timing, and supporting documentation before month-end close.",In Review,Morgan Patel,True
REV-0000503,PROP-0042,2025-10-01,Vendor Invoice Review,Late payment,Medium,Invoice INV-0042-10-02569 requires review: Late payment.,"Validate invoice coding, approval trail, payment timing, and supporting documentation before month-end close.",Open,Nadia Williams,True
REV-0000504,PROP-0173,2025-01-01,Vendor Invoice Review,Approval status: Rejected,Medium,Invoice INV-0173-01-10402 requires review: Approval status: Rejected.,"Validate invoice coding, approval trail, payment timing, and supporting documentation before month-end close.",In Review,Nadia Williams,True
REV-0000505,PROP-0057,2025-11-01,Vendor Invoice Review,Late payment,Medium,Invoice INV-0057-11-03481 requires review: Late payment.,"Validate invoice coding, approval trail, payment timing, and supporting documentation before month-end close.",Open,Riley Chen,True
REV-0000506,PROP-0122,2025-05-01,Vendor Invoice Review,Late payment,Medium,Invoice INV-0122-05-07368 requires review: Late payment.,"Validate invoice coding, approval trail, payment timing, and supporting documentation before month-end close.",In Review,Samira Khan,True
REV-0000507,PROP-0157,2025-08-01,Vendor Invoice Review,Late payment,Medium,Invoice INV-0157-08-09487 requires review: Late payment.,"Validate invoice coding, approval trail, payment timing, and supporting documentation before month-end close.",Open,Riley Chen,True
REV-0000508,PROP-0059,2025-06-01,Vendor Invoice Review,Approval status: Pending,High,Invoice INV-0059-06-03584 requires review: Approval status: Pending.,"Validate invoice coding, approval trail, payment timing, and supporting documentation before month-end close.",Resolved,Samira Khan,True
REV-0000509,PROP-0050,2025-11-01,Vendor Invoice Review,Late payment,Low,Invoice INV-0050-11-03073 requires review: Late payment.,"Validate invoice coding, approval trail, payment timing, and supporting documentation before month-end close.",Resolved,Drew Thompson,True
REV-0000510,PROP-0056,2025-04-01,Vendor Invoice Review,Approval status: Pending,High,Invoice INV-0056-04-03389 requires review: Approval status: Pending.,"Validate invoice coding, approval trail, payment timing, and supporting documentation before month-end close.",Resolved,Jordan Lee,True
REV-0000511,PROP-0045,2025-07-01,Vendor Invoice Review,Approval status: Pending,Medium,Invoice INV-0045-07-02742 requires review: Approval status: Pending.,"Validate invoice coding, approval trail, payment timing, and supporting documentation before month-end close.",Resolved,Taylor Morgan,True
REV-0000512,PROP-0146,2025-03-01,Vendor Invoice Review,Late payment,Medium,Invoice INV-0146-03-08809 requires review: Late payment.,"Validate invoice coding, approval trail, payment timing, and supporting documentation before month-end close.",Resolved,Drew Thompson,True
REV-0000513,PROP-0106,2025-12-01,Vendor Invoice Review,Late payment,High,Invoice INV-0106-12-06454 requires review: Late payment.,"Validate invoice coding, approval trail, payment timing, and supporting documentation before month-end close.",Open,Jordan Lee,True
REV-0000514,PROP-0137,2025-01-01,Vendor Invoice Review,Late payment,Medium,Invoice INV-0137-01-08252 requires review: Late payment.,"Validate invoice coding, approval trail, payment timing, and supporting documentation before month-end close.",Resolved,Taylor Morgan,True
REV-0000515,PROP-0019,2025-11-01,Vendor Invoice Review,Approval status: Pending,High,Invoice INV-0019-11-01202 requires review: Approval status: Pending.,"Validate invoice coding, approval trail, payment timing, and supporting documentation before month-end close.",Open,Avery Johnson,True
REV-0000516,PROP-0133,2025-01-01,Vendor Invoice Review,Missing GL code,Medium,Invoice INV-0133-01-07999 requires review: Missing GL code.,"Validate invoice coding, approval trail, payment timing, and supporting documentation before month-end close.",Open,Cameron Brooks,True
REV-0000517,PROP-0040,2025-05-01,Vendor Invoice Review,Approval status: Pending,Medium,Invoice INV-0040-05-02411 requires review: Approval status: Pending.,"Validate invoice coding, approval trail, payment timing, and supporting documentation before month-end close.",In Review,Drew Thompson,True
REV-0000518,PROP-0049,2025-03-01,Vendor Invoice Review,Late payment,Medium,Invoice INV-0049-03-02979 requires review: Late payment.,"Validate invoice coding, approval trail, payment timing, and supporting documentation before month-end close.",Resolved,Cameron Brooks,True
REV-0000519,PROP-0111,2025-01-01,Vendor Invoice Review,Missing GL code,High,Invoice INV-0111-01-06705 requires review: Missing GL code.,"Validate invoice coding, approval trail, payment timing, and supporting documentation before month-end close.",Resolved,Casey Rivera,True
REV-0000520,PROP-0164,2025-07-01,Vendor Invoice Review,Late payment,High,Invoice INV-0164-07-09889 requires review: Late payment.,"Validate invoice coding, approval trail, payment timing, and supporting documentation before month-end close.",Resolved,Nadia Williams,True
REV-0000521,PROP-0094,2025-09-01,Vendor Invoice Review,Late payment,Low,Invoice INV-0094-09-05729 requires review: Late payment.,"Validate invoice coding, approval trail, payment timing, and supporting documentation before month-end close.",Open,Nadia Williams,True
REV-0000522,PROP-0082,2025-04-01,Vendor Invoice Review,Missing GL code,Low,Invoice INV-0082-04-04988 requires review: Missing GL code.,"Validate invoice coding, approval trail, payment timing, and supporting documentation before month-end close.",Open,Cameron Brooks,True
REV-0000523,PROP-0081,2025-06-01,Vendor Invoice Review,Potential duplicate invoice,High,Invoice INV-0080-09-04890 requires review: Potential duplicate invoice.,"Validate invoice coding, approval trail, payment timing, and supporting documentation before month-end close.",Resolved,Nadia Williams,True
REV-0000524,PROP-0108,2025-06-01,Vendor Invoice Review,Late payment,Low,Invoice INV-0108-06-06546 requires review: Late payment.,"Validate invoice coding, approval trail, payment timing, and supporting documentation before month-end close.",Resolved,Morgan Patel,True
REV-0000525,PROP-0106,2025-02-01,Vendor Invoice Review,Late payment,Low,Invoice INV-0106-02-06403 requires review: Late payment.,"Validate invoice coding, approval trail, payment timing, and supporting documentation before month-end close.",Resolved,Samira Khan,True
REV-0000526,PROP-0042,2025-09-01,Vendor Invoice Review,Potential duplicate invoice; Approval status: Pending,Low,"Invoice INV-0042-01-02513 requires review: Potential duplicate invoice, Approval status: Pending.","Validate invoice coding, approval trail, payment timing, and supporting documentation before month-end close.",Open,Samira Khan,True
REV-0000527,PROP-0142,2025-03-01,Vendor Invoice Review,Approval status: Pending,Medium,Invoice INV-0142-03-08575 requires review: Approval status: Pending.,"Validate invoice coding, approval trail, payment timing, and supporting documentation before month-end close.",Open,Riley Chen,True
REV-0000528,PROP-0066,2025-10-01,Vendor Invoice Review,Approval status: Pending,Medium,Invoice INV-0066-10-04049 requires review: Approval status: Pending.,"Validate invoice coding, approval trail, payment timing, and supporting documentation before month-end close.",In Review,Samira Khan,True
REV-0000529,PROP-0116,2025-03-01,Vendor Invoice Review,Approval status: Pending,Medium,Invoice INV-0116-03-07017 requires review: Approval status: Pending.,"Validate invoice coding, approval trail, payment timing, and supporting documentation before month-end close.",In Review,Nadia Williams,True
REV-0000530,PROP-0020,2025-09-01,Vendor Invoice Review,Approval status: Pending,Medium,Invoice INV-0020-09-01252 requires review: Approval status: Pending.,"Validate invoice coding, approval trail, payment timing, and supporting documentation before month-end close.",In Review,Morgan Patel,True
REV-0000531,PROP-0163,2025-10-01,Vendor Invoice Review,Late payment,Low,Invoice INV-0163-10-09840 requires review: Late payment.,"Validate invoice coding, approval trail, payment timing, and supporting documentation before month-end close.",Open,Riley Chen,True
REV-0000532,PROP-0157,2025-03-01,Vendor Invoice Review,Late payment,High,Invoice INV-0157-03-09456 requires review: Late payment.,"Validate invoice coding, approval trail, payment timing, and supporting documentation before month-end close.",Open,Riley Chen,True
REV-0000533,PROP-0145,2025-08-01,Vendor Invoice Review,Missing GL code,High,Invoice INV-0145-08-08778 requires review: Missing GL code.,"Validate invoice coding, approval trail, payment timing, and supporting documentation before month-end close.",Resolved,Morgan Patel,True
REV-0000534,PROP-0040,2025-09-01,Vendor Invoice Review,Late payment,Medium,Invoice INV-0040-09-02433 requires review: Late payment.,"Validate invoice coding, approval trail, payment timing, and supporting documentation before month-end close.",In Review,Nadia Williams,True
REV-0000535,PROP-0124,2025-02-01,Vendor Invoice Review,Approval status: Rejected,Medium,Invoice INV-0124-02-07484 requires review: Approval status: Rejected.,"Validate invoice coding, approval trail, payment timing, and supporting documentation before month-end close.",In Review,Taylor Morgan,True
REV-0000536,PROP-0131,2025-06-01,Vendor Invoice Review,Approval status: Pending,Medium,Invoice INV-0131-06-07915 requires review: Approval status: Pending.,"Validate invoice coding, approval trail, payment timing, and supporting documentation before month-end close.",Resolved,Drew Thompson,True
REV-0000537,PROP-0004,2025-04-01,Vendor Invoice Review,Late payment; Approval status: Pending,Low,"Invoice INV-0004-04-00217 requires review: Late payment, Approval status: Pending.","Validate invoice coding, approval trail, payment timing, and supporting documentation before month-end close.",Open,Morgan Patel,True
REV-0000538,PROP-0133,2025-05-01,Vendor Invoice Review,Potential duplicate invoice,Medium,Invoice INV-0132-08-07978 requires review: Potential duplicate invoice.,"Validate invoice coding, approval trail, payment timing, and supporting documentation before month-end close.",Resolved,Avery Johnson,True
REV-0000539,PROP-0117,2025-08-01,Vendor Invoice Review,Late payment,Medium,Invoice INV-0117-08-07101 requires review: Late payment.,"Validate invoice coding, approval trail, payment timing, and supporting documentation before month-end close.",Resolved,Riley Chen,True
REV-0000540,PROP-0108,2025-09-01,Vendor Invoice Review,Late payment; Approval status: Pending,Low,"Invoice INV-0108-09-06560 requires review: Late payment, Approval status: Pending.","Validate invoice coding, approval trail, payment timing, and supporting documentation before month-end close.",In Review,Nadia Williams,True
REV-0000541,PROP-0109,2025-09-01,Vendor Invoice Review,Late payment,Medium,Invoice INV-0109-09-06623 requires review: Late payment.,"Validate invoice coding, approval trail, payment timing, and supporting documentation before month-end close.",Resolved,Avery Johnson,True
REV-0000542,PROP-0013,2025-01-01,Vendor Invoice Review,Approval status: Pending,Low,Invoice INV-0013-01-00775 requires review: Approval status: Pending.,"Validate invoice coding, approval trail, payment timing, and supporting documentation before month-end close.",Open,Cameron Brooks,True
REV-0000543,PROP-0041,2025-09-01,Vendor Invoice Review,Late payment,High,Invoice INV-0041-09-02489 requires review: Late payment.,"Validate invoice coding, approval trail, payment timing, and supporting documentation before month-end close.",In Review,Taylor Morgan,True
REV-0000544,PROP-0061,2025-12-01,Vendor Invoice Review,Missing GL code,Low,Invoice INV-0061-12-03738 requires review: Missing GL code.,"Validate invoice coding, approval trail, payment timing, and supporting documentation before month-end close.",Resolved,Cameron Brooks,True
REV-0000545,PROP-0076,2025-04-01,Vendor Invoice Review,Approval status: Pending,High,Invoice INV-0076-04-04632 requires review: Approval status: Pending.,"Validate invoice coding, approval trail, payment timing, and supporting documentation before month-end close.",Resolved,Morgan Patel,True
REV-0000546,PROP-0084,2025-05-01,Vendor Invoice Review,Late payment,Low,Invoice INV-0084-05-05102 requires review: Late payment.,"Validate invoice coding, approval trail, payment timing, and supporting documentation before month-end close.",Resolved,Morgan Patel,True
REV-0000547,PROP-0159,2025-10-01,Vendor Invoice Review,Potential duplicate invoice,Medium,Invoice INV-0159-06-09594 requires review: Potential duplicate invoice.,"Validate invoice coding, approval trail, payment timing, and supporting documentation before month-end close.",Resolved,Morgan Patel,True
REV-0000548,PROP-0167,2025-09-01,Vendor Invoice Review,Late payment,Low,Invoice INV-0167-09-10087 requires review: Late payment.,"Validate invoice coding, approval trail, payment timing, and supporting documentation before month-end close.",Resolved,Riley Chen,True
REV-0000549,PROP-0042,2025-09-01,Vendor Invoice Review,Approval status: Pending,High,Invoice INV-0042-09-02557 requires review: Approval status: Pending.,"Validate invoice coding, approval trail, payment timing, and supporting documentation before month-end close.",Open,Samira Khan,True
REV-0000550,PROP-0026,2025-07-01,Vendor Invoice Review,Late payment,Medium,Invoice INV-0026-07-01611 requires review: Late payment.,"Validate invoice coding, approval trail, payment timing, and supporting documentation before month-end close.",Resolved,Jordan Lee,True
REV-0000551,PROP-0092,2025-09-01,Vendor Invoice Review,Late payment,Medium,Invoice INV-0092-09-05609 requires review: Late payment.,"Validate invoice coding, approval trail, payment timing, and supporting documentation before month-end close.",Open,Casey Rivera,True
REV-0000552,PROP-0161,2025-06-01,Vendor Invoice Review,Late payment,High,Invoice INV-0161-06-09703 requires review: Late payment.,"Validate invoice coding, approval trail, payment timing, and supporting documentation before month-end close.",In Review,Samira Khan,True
REV-0000553,PROP-0013,2025-01-01,Vendor Invoice Review,Late payment,High,Invoice INV-0013-01-00774 requires review: Late payment.,"Validate invoice coding, approval trail, payment timing, and supporting documentation before month-end close.",Open,Samira Khan,True
REV-0000554,PROP-0062,2025-11-01,Vendor Invoice Review,Missing GL code,Low,Invoice INV-0062-11-03805 requires review: Missing GL code.,"Validate invoice coding, approval trail, payment timing, and supporting documentation before month-end close.",Open,Samira Khan,True
REV-0000555,PROP-0083,2025-01-01,Vendor Invoice Review,Late payment,Low,Invoice INV-0083-01-05034 requires review: Late payment.,"Validate invoice coding, approval trail, payment timing, and supporting documentation before month-end close.",Resolved,Morgan Patel,True
REV-0000556,PROP-0082,2025-12-01,Vendor Invoice Review,Approval status: Rejected,Medium,Invoice INV-0082-12-05025 requires review: Approval status: Rejected.,"Validate invoice coding, approval trail, payment timing, and supporting documentation before month-end close.",Open,Avery Johnson,True
REV-0000557,PROP-0019,2025-12-01,Vendor Invoice Review,Late payment,Medium,Invoice INV-0019-12-01206 requires review: Late payment.,"Validate invoice coding, approval trail, payment timing, and supporting documentation before month-end close.",In Review,Jordan Lee,True
REV-0000558,PROP-0009,2025-10-01,Vendor Invoice Review,Missing GL code,Medium,Invoice INV-0009-10-00561 requires review: Missing GL code.,"Validate invoice coding, approval trail, payment timing, and supporting documentation before month-end close.",Resolved,Taylor Morgan,True
REV-0000559,PROP-0175,2025-04-01,Vendor Invoice Review,Approval status: Pending,High,Invoice INV-0175-04-10537 requires review: Approval status: Pending.,"Validate invoice coding, approval trail, payment timing, and supporting documentation before month-end close.",Resolved,Jordan Lee,True
REV-0000560,PROP-0142,2025-08-01,Vendor Invoice Review,Late payment,Low,Invoice INV-0142-08-08597 requires review: Late payment.,"Validate invoice coding, approval trail, payment timing, and supporting documentation before month-end close.",Resolved,Morgan Patel,True
REV-0000561,PROP-0058,2025-06-01,Vendor Invoice Review,Approval status: Rejected,Medium,Invoice INV-0058-06-03521 requires review: Approval status: Rejected.,"Validate invoice coding, approval trail, payment timing, and supporting documentation before month-end close.",Resolved,Riley Chen,True
REV-0000562,PROP-0051,2025-10-01,Vendor Invoice Review,Late payment,Low,Invoice INV-0051-10-03128 requires review: Late payment.,"Validate invoice coding, approval trail, payment timing, and supporting documentation before month-end close.",Open,Riley Chen,True
REV-0000563,PROP-0013,2025-02-01,Vendor Invoice Review,Late payment,Medium,Invoice INV-0013-02-00781 requires review: Late payment.,"Validate invoice coding, approval trail, payment timing, and supporting documentation before month-end close.",Resolved,Avery Johnson,True
REV-0000564,PROP-0175,2025-09-01,Vendor Invoice Review,Missing GL code,Medium,Invoice INV-0175-09-10566 requires review: Missing GL code.,"Validate invoice coding, approval trail, payment timing, and supporting documentation before month-end close.",Open,Taylor Morgan,True
REV-0000565,PROP-0026,2025-05-01,Vendor Invoice Review,Late payment,Low,Invoice INV-0026-05-01606 requires review: Late payment.,"Validate invoice coding, approval trail, payment timing, and supporting documentation before month-end close.",Resolved,Taylor Morgan,True
REV-0000566,PROP-0046,2025-07-01,Vendor Invoice Review,Late payment,Medium,Invoice INV-0046-07-02810 requires review: Late payment.,"Validate invoice coding, approval trail, payment timing, and supporting documentation before month-end close.",Resolved,Samira Khan,True
REV-0000567,PROP-0130,2025-06-01,Vendor Invoice Review,Missing GL code,Low,Invoice INV-0130-06-07855 requires review: Missing GL code.,"Validate invoice coding, approval trail, payment timing, and supporting documentation before month-end close.",Resolved,Samira Khan,True
REV-0000568,PROP-0066,2025-12-01,Vendor Invoice Review,Approval status: Pending,Medium,Invoice INV-0066-12-04058 requires review: Approval status: Pending.,"Validate invoice coding, approval trail, payment timing, and supporting documentation before month-end close.",Resolved,Casey Rivera,True
REV-0000569,PROP-0103,2025-02-01,Vendor Invoice Review,Late payment,Medium,Invoice INV-0103-02-06216 requires review: Late payment.,"Validate invoice coding, approval trail, payment timing, and supporting documentation before month-end close.",Open,Nadia Williams,True
REV-0000570,PROP-0108,2025-11-01,Vendor Invoice Review,Approval status: Pending,Low,Invoice INV-0108-11-06567 requires review: Approval status: Pending.,"Validate invoice coding, approval trail, payment timing, and supporting documentation before month-end close.",Resolved,Taylor Morgan,True
REV-0000571,PROP-0091,2025-08-01,Vendor Invoice Review,Late payment,Medium,Invoice INV-0091-08-05550 requires review: Late payment.,"Validate invoice coding, approval trail, payment timing, and supporting documentation before month-end close.",Open,Drew Thompson,True
REV-0000572,PROP-0041,2025-12-01,Vendor Invoice Review,Late payment; Approval status: Pending,Low,"Invoice INV-0041-12-02508 requires review: Late payment, Approval status: Pending.","Validate invoice coding, approval trail, payment timing, and supporting documentation before month-end close.",Open,Casey Rivera,True
REV-0000573,PROP-0130,2025-02-01,Vendor Invoice Review,Late payment,Medium,Invoice INV-0130-02-07833 requires review: Late payment.,"Validate invoice coding, approval trail, payment timing, and supporting documentation before month-end close.",Resolved,Cameron Brooks,True
REV-0000574,PROP-0046,2025-02-01,Vendor Invoice Review,Late payment,Low,Invoice INV-0046-02-02784 requires review: Late payment.,"Validate invoice coding, approval trail, payment timing, and supporting documentation before month-end close.",In Review,Avery Johnson,True
REV-0000575,PROP-0098,2025-07-01,Vendor Invoice Review,Late payment,Medium,Invoice INV-0098-07-05951 requires review: Late payment.,"Validate invoice coding, approval trail, payment timing, and supporting documentation before month-end close.",Resolved,Samira Khan,True
REV-0000576,PROP-0123,2025-05-01,Vendor Invoice Review,Approval status: Pending,Medium,Invoice INV-0123-05-07436 requires review: Approval status: Pending.,"Validate invoice coding, approval trail, payment timing, and supporting documentation before month-end close.",Resolved,Cameron Brooks,True
REV-0000577,PROP-0143,2025-06-01,Vendor Invoice Review,Missing GL code,High,Invoice INV-0143-06-08648 requires review: Missing GL code.,"Validate invoice coding, approval trail, payment timing, and supporting documentation before month-end close.",Resolved,Nadia Williams,True
REV-0000578,PROP-0073,2025-07-01,Vendor Invoice Review,Late payment,Medium,Invoice INV-0073-07-04449 requires review: Late payment.,"Validate invoice coding, approval trail, payment timing, and supporting documentation before month-end close.",Resolved,Riley Chen,True
REV-0000579,PROP-0140,2025-11-01,Vendor Invoice Review,Approval status: Pending,Low,Invoice INV-0140-11-08497 requires review: Approval status: Pending.,"Validate invoice coding, approval trail, payment timing, and supporting documentation before month-end close.",In Review,Drew Thompson,True
REV-0000580,PROP-0129,2025-07-01,Vendor Invoice Review,Approval status: Pending,Low,Invoice INV-0129-07-07798 requires review: Approval status: Pending.,"Validate invoice coding, approval trail, payment timing, and supporting documentation before month-end close.",In Review,Morgan Patel,True
REV-0000581,PROP-0133,2025-06-01,Vendor Invoice Review,Approval status: Pending,Medium,Invoice INV-0133-06-08027 requires review: Approval status: Pending.,"Validate invoice coding, approval trail, payment timing, and supporting documentation before month-end close.",Resolved,Jordan Lee,True
REV-0000582,PROP-0042,2025-09-01,Vendor Invoice Review,Approval status: Pending,Low,Invoice INV-0042-09-02552 requires review: Approval status: Pending.,"Validate invoice coding, approval trail, payment timing, and supporting documentation before month-end close.",In Review,Cameron Brooks,True
REV-0000583,PROP-0123,2025-08-01,Vendor Invoice Review,Missing GL code,Medium,Invoice INV-0123-08-07454 requires review: Missing GL code.,"Validate invoice coding, approval trail, payment timing, and supporting documentation before month-end close.",Open,Casey Rivera,True
REV-0000584,PROP-0039,2025-11-01,Vendor Invoice Review,Potential duplicate invoice,Medium,Invoice INV-0039-06-02343 requires review: Potential duplicate invoice.,"Validate invoice coding, approval trail, payment timing, and supporting documentation before month-end close.",Resolved,Avery Johnson,True
REV-0000585,PROP-0078,2025-07-01,Vendor Invoice Review,Approval status: Pending,Low,Invoice INV-0078-07-04766 requires review: Approval status: Pending.,"Validate invoice coding, approval trail, payment timing, and supporting documentation before month-end close.",Resolved,Riley Chen,True
REV-0000586,PROP-0009,2025-10-01,Vendor Invoice Review,Late payment,Medium,Invoice INV-0009-10-00565 requires review: Late payment.,"Validate invoice coding, approval trail, payment timing, and supporting documentation before month-end close.",In Review,Avery Johnson,True
REV-0000587,PROP-0137,2025-11-01,Vendor Invoice Review,Approval status: Rejected,Medium,Invoice INV-0137-11-08303 requires review: Approval status: Rejected.,"Validate invoice coding, approval trail, payment timing, and supporting documentation before month-end close.",Resolved,Morgan Patel,True
REV-0000588,PROP-0054,2025-01-01,Vendor Invoice Review,Approval status: Pending,Medium,Invoice INV-0054-01-03256 requires review: Approval status: Pending.,"Validate invoice coding, approval trail, payment timing, and supporting documentation before month-end close.",Resolved,Casey Rivera,True
REV-0000589,PROP-0081,2025-06-01,Vendor Invoice Review,Missing GL code,High,Invoice INV-0081-06-04933 requires review: Missing GL code.,"Validate invoice coding, approval trail, payment timing, and supporting documentation before month-end close.",In Review,Drew Thompson,True
REV-0000590,PROP-0137,2025-08-01,Vendor Invoice Review,Late payment; Approval status: Pending,Medium,"Invoice INV-0137-08-08282 requires review: Late payment, Approval status: Pending.","Validate invoice coding, approval trail, payment timing, and supporting documentation before month-end close.",Resolved,Drew Thompson,True
REV-0000591,PROP-0028,2025-02-01,Vendor Invoice Review,Approval status: Pending,High,Invoice INV-0028-02-01701 requires review: Approval status: Pending.,"Validate invoice coding, approval trail, payment timing, and supporting documentation before month-end close.",Open,Samira Khan,True
REV-0000592,PROP-0100,2025-01-01,Vendor Invoice Review,Approval status: Pending,Medium,Invoice INV-0100-01-06041 requires review: Approval status: Pending.,"Validate invoice coding, approval trail, payment timing, and supporting documentation before month-end close.",Resolved,Avery Johnson,True
REV-0000593,PROP-0158,2025-10-01,Vendor Invoice Review,Late payment,Medium,Invoice INV-0158-10-09553 requires review: Late payment.,"Validate invoice coding, approval trail, payment timing, and supporting documentation before month-end close.",Resolved,Cameron Brooks,True
REV-0000594,PROP-0038,2025-12-01,Vendor Invoice Review,Approval status: Pending,Medium,Invoice INV-0038-12-02315 requires review: Approval status: Pending.,"Validate invoice coding, approval trail, payment timing, and supporting documentation before month-end close.",Resolved,Drew Thompson,True
REV-0000595,PROP-0117,2025-09-01,Vendor Invoice Review,Late payment,Low,Invoice INV-0117-09-07106 requires review: Late payment.,"Validate invoice coding, approval trail, payment timing, and supporting documentation before month-end close.",Resolved,Taylor Morgan,True
REV-0000596,PROP-0106,2025-08-01,Vendor Invoice Review,Late payment,Low,Invoice INV-0106-08-06429 requires review: Late payment.,"Validate invoice coding, approval trail, payment timing, and supporting documentation before month-end close.",Open,Samira Khan,True
REV-0000597,PROP-0058,2025-06-01,Vendor Invoice Review,Late payment,Medium,Invoice INV-0058-06-03520 requires review: Late payment.,"Validate invoice coding, approval trail, payment timing, and supporting documentation before month-end close.",Resolved,Taylor Morgan,True
REV-0000598,PROP-0123,2025-05-01,Vendor Invoice Review,Late payment,Medium,Invoice INV-0123-05-07434 requires review: Late payment.,"Validate invoice coding, approval trail, payment timing, and supporting documentation before month-end close.",In Review,Cameron Brooks,True
REV-0000599,PROP-0116,2025-08-01,Vendor Invoice Review,Late payment,Medium,Invoice INV-0116-08-07037 requires review: Late payment.,"Validate invoice coding, approval trail, payment timing, and supporting documentation before month-end close.",Resolved,Casey Rivera,True
REV-0000600,PROP-0039,2025-05-01,Vendor Invoice Review,Approval status: Pending,Medium,Invoice INV-0039-05-02341 requires review: Approval status: Pending.,"Validate invoice coding, approval trail, payment timing, and supporting documentation before month-end close.",Open,Riley Chen,True
REV-0000601,PROP-0081,2025-05-01,Vendor Invoice Review,Approval status: Pending,Low,Invoice INV-0081-05-04929 requires review: Approval status: Pending.,"Validate invoice coding, approval trail, payment timing, and supporting documentation before month-end close.",Resolved,Jordan Lee,True
REV-0000602,PROP-0029,2025-10-01,Vendor Invoice Review,Late payment,High,Invoice INV-0029-10-01799 requires review: Late payment.,"Validate invoice coding, approval trail, payment timing, and supporting documentation before month-end close.",Resolved,Nadia Williams,True
REV-0000603,PROP-0062,2025-09-01,Vendor Invoice Review,Approval status: Pending,High,Invoice INV-0062-09-03797 requires review: Approval status: Pending.,"Validate invoice coding, approval trail, payment timing, and supporting documentation before month-end close.",In Review,Nadia Williams,True
REV-0000604,PROP-0064,2025-03-01,Vendor Invoice Review,Late payment,Low,Invoice INV-0064-03-03892 requires review: Late payment.,"Validate invoice coding, approval trail, payment timing, and supporting documentation before month-end close.",Resolved,Cameron Brooks,True
REV-0000605,PROP-0163,2025-08-01,Vendor Invoice Review,Missing GL code,High,Invoice INV-0163-08-09830 requires review: Missing GL code.,"Validate invoice coding, approval trail, payment timing, and supporting documentation before month-end close.",Resolved,Nadia Williams,True
REV-0000606,PROP-0071,2025-11-01,Vendor Invoice Review,Approval status: Pending,Low,Invoice INV-0071-11-04353 requires review: Approval status: Pending.,"Validate invoice coding, approval trail, payment timing, and supporting documentation before month-end close.",Resolved,Cameron Brooks,True
REV-0000607,PROP-0164,2025-05-01,Vendor Invoice Review,Late payment,Medium,Invoice INV-0164-05-09877 requires review: Late payment.,"Validate invoice coding, approval trail, payment timing, and supporting documentation before month-end close.",Resolved,Casey Rivera,True
REV-0000608,PROP-0011,2025-12-01,Vendor Invoice Review,Approval status: Rejected,High,Invoice INV-0011-12-00699 requires review: Approval status: Rejected.,"Validate invoice coding, approval trail, payment timing, and supporting documentation before month-end close.",In Review,Cameron Brooks,True
REV-0000609,PROP-0086,2025-12-01,Vendor Invoice Review,Approval status: Pending,Medium,Invoice INV-0086-12-05277 requires review: Approval status: Pending.,"Validate invoice coding, approval trail, payment timing, and supporting documentation before month-end close.",Resolved,Taylor Morgan,True
